what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1407294162664
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1407294162664
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1407294162665
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1407294162665
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1407294162665
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1407294162665
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1407294162666
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1407294162666
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1407294162666
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1407294162666
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1407294162667
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1407294162667
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1407294162667
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1407294162668
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1407294162668
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1407294162668
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1407294162668
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1407294162669
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1407294162669
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1407294162669
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1407294162669
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1407294162669
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1407294162670
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1407294162670
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1407294162670
started,bundle,org.eclipse.php.core,2.2.1.v20101001-2300,"org.eclipse.php.core",1407294162671
started,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1407294162671
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20101001-2300,"org.eclipse.php.debug.daemon",1407294162671
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui",1407294162671
started,bundle,org.eclipse.php.server.core,2.2.0.v20101001-2300,"org.eclipse.php.server.core",1407294162672
started,bundle,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui",1407294162672
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1407294162673
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1407294162673
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1407294162674
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1407294162674
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1407294162675
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1407294162675
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1407294162675
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1407294162676
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1407294162676
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1407294162676
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1407294162676
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1407294162677
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1407294162677
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1407294162677
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1407294162678
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1407294162678
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1407294162678
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1407294162679
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110207-1700,"org.eclipse.team.svn.core",1407294162679
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110207-1700,"org.eclipse.team.svn.mylyn",1407294162679
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110207-1700,"org.eclipse.team.svn.ui",1407294162680
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit15,2.2.2.I20110124-1700,"org.polarion.eclipse.team.svn.connector.svnkit15",1407294162680
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110124-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1407294162681
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1407294162682
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1407294162682
started,bundle,com.collabnet.subversion.merge,3.0.13,"com.collabnet.subversion.merge",1407294162682
started,bundle,org.tigris.subversion.clientadapter,1.8.6,"org.tigris.subversion.clientadapter",1407294162682
started,bundle,org.tigris.subversion.subclipse.core,1.8.22,"org.tigris.subversion.subclipse.core",1407294162682
started,bundle,org.tigris.subversion.subclipse.ui,1.8.21,"org.tigris.subversion.subclipse.ui",1407294162697
os,sysinfo,,,"win32",1407294162699
arch,sysinfo,,,"x86",1407294162699
ws,sysinfo,,,"win32",1407294162699
locale,sysinfo,,,"en_US",1407294162699
processors,sysinfo,,,"4",1407294162699
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1407294162699
java.runtime.version,sysinfo,,,"1.6.0_06-b02",1407294162699
java.specification.name,sysinfo,,,"Java Platform API Specification",1407294162699
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1407294162699
java.specification.version,sysinfo,,,"1.6",1407294162699
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1407294162699
java.version,sysinfo,,,"1.6.0_06",1407294162699
java.vm.info,sysinfo,,,"mixed mode",1407294162699
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1407294162699
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1407294162699
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1407294162699
java.vm.specification.version,sysinfo,,,"1.0",1407294162699
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1407294162699
java.vm.version,sysinfo,,,"10.0-b22",1407294162699
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294166302
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294181170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294185881
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1407294185884
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1407294186420
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1407294200472
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1407294200494
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1407294200495
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1407294200577
opened,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1407294200750
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1407294200793
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1407294200801
started,bundle,org.eclipse.rse.services,3.2.2.R32x_v201102011435,"org.eclipse.rse.services",1407294201108
started,bundle,org.eclipse.rse.core,3.1.102.R32x_v201102011435,"org.eclipse.rse.core",1407294201124
started,bundle,org.eclipse.rse.ui,3.1.102.R32x_v201102011435,"org.eclipse.rse.ui",1407294201167
started,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1407294201168
started,bundle,org.eclipse.dltk.rse.core,2.0.1.v20100804-1944,"org.eclipse.dltk.rse.core",1407294201169
started,bundle,org.eclipse.rse.subsystems.files.core,3.2.1.v201008191400,"org.eclipse.rse.subsystems.files.core",1407294201170
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.101.v200907301400,"org.eclipse.rse.subsystems.files.local",1407294201170
started,bundle,org.eclipse.rse.connectorservice.local,2.1.100.v200905272300,"org.eclipse.rse.connectorservice.local",1407294201206
started,bundle,org.eclipse.rse.services.local,2.1.202.R32x_v201102011435,"org.eclipse.rse.services.local",1407294201207
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.100.v201003010830,"org.eclipse.rse.subsystems.shells.core",1407294201231
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.100.v200905272300,"org.eclipse.rse.subsystems.shells.local",1407294201232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294217967
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294323787
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1407294329853
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1407294329855
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1407294329858
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1407294329869
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294347852
started,bundle,org.tigris.subversion.clientadapter.javahl,1.7.10,"org.tigris.subversion.clientadapter.javahl",1407294349495
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294350021
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1407294350022
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1407294350213
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1407294350217
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1407294350406
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1407294350417
started,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1407294350418
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1407294350419
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1407294350423
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1407294350427
started,bundle,org.eclipse.wst.html.core,1.1.404.v201101190004,"org.eclipse.wst.html.core",1407294350494
started,bundle,org.eclipse.wst.css.core,1.1.402.v201102031915,"org.eclipse.wst.css.core",1407294350687
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1407294350706
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1407294352988
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1407294353048
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1407294353730
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1407294353760
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1407294353764
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294366919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294440577
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294444621
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294483134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294483180
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294483400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407294567975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295045708
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295053222
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1407295073260
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.304.v201012160349,"org.eclipse.wst.jsdt.web.ui",1407295073793
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.304.v201102160550,"org.eclipse.wst.jsdt.web.core",1407295073829
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1407295073969
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1407295074074
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1407295074705
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1407295074909
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1407295075021
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295075089
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1407295092328
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1407295104563
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1407295108512
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1407295108814
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1407295111333
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1407295146147
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1407295180943
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1407295180973
started,bundle,org.eclipse.php.server.ui,2.2.0.v20101001-2300,"org.eclipse.php.server.ui",1407295180998
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1407295240405
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1407295267405
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295342768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295349913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295382502
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295387595
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1407295392230
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295394407
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295479859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295579719
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295583577
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1407295589974
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1407295589996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295596575
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295837923
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1407295840163
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295848376
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295874081
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1407295874086
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295887236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295943659
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1407295953490
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1407295953668
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1407295953681
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1407295953915
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1407295953918
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1407295953932
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1407295953933
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1407295966122
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1407295969977
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1407295971609
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1407295973457
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295976609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295976630
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1407295976631
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295985410
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407295988099
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1407296002556
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296045091
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296076417
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1407296077272
error,log,,,"Resource is out of sync with the file system: '/Helloworld/public/.htaccess'.",1407296078113
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1407296080054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296085036
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1407296092375
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1407296092391
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296092412
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296097870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296103073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1407296107727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296114198
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296119238
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296119654
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296344075
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1407296345082
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296348436
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1407296458387
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1407296458405
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296458436
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1407296466867
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296484463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296489170
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1407296524731
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1407296524761
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1407296532068
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1407296556867
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1407296558202
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1407296559355
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1407296559355
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296590432
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296595052
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1407296617444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1407296682078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296727944
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296811341
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1407296813457
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296830401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296839302
